Titolo,Minuti,Lingue,Note,Copie,Proprietario,Giocatori,BGG_ID,Bgg_Link,Bgg_XML,BGG_Image,BGG_Thumb,SEARCH_BGG_IMAGE,SEARCH_BGG_THUMB,Barcode
Happy little dinosaurs,30-60,,,1,,"2, 3, 4,",325414,https://boardgamegeek.com/boardgame/325414/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=325414,https://cf.geekdo-images.com/hx0qr9OO7pAqxV6X1xTrHw__original/img/CrGU7F982hnXsVxLIjxHhZiYewI=/0x0/filters:format(png)/pic6568000.png,https://cf.geekdo-images.com/hx0qr9OO7pAqxV6X1xTrHw__thumb/img/58edeOyG5rjlxV6X5yu9v1aTD4M=/fit-in/200x150/filters:strip_icc()/pic6568000.png,,,DD306
Happy Pigs,40,,,1,,"2, 3, 4, 5, 6",156138,https://boardgamegeek.com/boardgame/156138/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=156138,https://cf.geekdo-images.com/gbUdxyfnt-P2i2fmPixN_Q__original/img/uSkCfckga6MXHXkQO_N7DfeRVfk=/0x0/filters:format(jpeg)/pic2830958.jpg,https://cf.geekdo-images.com/gbUdxyfnt-P2i2fmPixN_Q__thumb/img/iIQwlVdbR6VMj5R6-Wi25LKTI0c=/fit-in/200x150/filters:strip_icc()/pic2830958.jpg,,,DD119
Happy Salmon,?,,usandoli insieme si raddoppiano i giocatori,2,Lucaricci,"3, 4, 5, 6+",194626,https://boardgamegeek.com/boardgame/194626/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=194626,https://cf.geekdo-images.com/m0fTHQRSHztlpHsCzR9iAw__original/img/Q9nfxwysU0Vz2vQnnhuvzSq5P0U=/0x0/filters:format(png)/pic2913980.png,https://cf.geekdo-images.com/m0fTHQRSHztlpHsCzR9iAw__thumb/img/EA1AyifbIZB00-p569p0p7cBi5U=/fit-in/200x150/filters:strip_icc()/pic2913980.png,,,"DD187, 188"
Heat: Pedal to the Metal,60,,,1,,"1, 2, 3, 4, 5, 6",366013,https://boardgamegeek.com/boardgame/366013/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=366013,https://cf.geekdo-images.com/-vOrd4bOspibyohYExLqWg__original/img/iXU8a9WaVlwrkiEiOxWN06y9y5g=/0x0/filters:format(png)/pic6940449.png,https://cf.geekdo-images.com/-vOrd4bOspibyohYExLqWg__thumb/img/2GbaKvYOzWIxfgbYTk2R9puiyzo=/fit-in/200x150/filters:strip_icc()/pic6940449.png,,,DD114
Hellapagos,30,,,1,,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",347802,https://boardgamegeek.com/boardgame/347802/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=347802,https://cf.geekdo-images.com/nzxOy-PmhPeha6bZ_6dFPQ__original/img/7LfFvoaEaVlvEl2tVQj2DWfcd1Y=/0x0/filters:format(png)/pic6444405.png,https://cf.geekdo-images.com/nzxOy-PmhPeha6bZ_6dFPQ__thumb/img/xF0-r97rWT2F_uXVwv6hr43xby0=/fit-in/200x150/filters:strip_icc()/pic6444405.png,,,DD118
Hero Realms,20,,,1,,"2, 3, 4",198994,https://boardgamegeek.com/boardgame/198994/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=198994,https://cf.geekdo-images.com/6xc4TuJynN5o_ZF0fHOdAA__original/img/H5xSdHoOk1x5nR16LebPVRh88ZI=/0x0/filters:format(png)/pic6162556.png,https://cf.geekdo-images.com/6xc4TuJynN5o_ZF0fHOdAA__thumb/img/sMbWo--LyzJw_weK0h1ESSPqdtU=/fit-in/200x150/filters:strip_icc()/pic6162556.png,,,DD301
Heroes of Normandie ,30,,,1,,2,53093,https://boardgamegeek.com/boardgame/53093/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=53093,https://cf.geekdo-images.com/AQ2YuTtAhA0x4tqbtVcvHQ__original/img/nwvto8TsdCHDFbX0YaOPTQWM_RA=/0x0/filters:format(jpeg)/pic2532444.jpg,https://cf.geekdo-images.com/AQ2YuTtAhA0x4tqbtVcvHQ__thumb/img/fXRyozs2PZxTHnZNms4px1avYx4=/fit-in/200x150/filters:strip_icc()/pic2532444.jpg,,,DD110
Hive,?,,,1,,2,2655,https://boardgamegeek.com/boardgame/2655/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=2655,https://cf.geekdo-images.com/fQe85tsBZoH6ibPnm1k1UA__original/img/eqUVrCJKcMBGBhw4Gfc9_9JabYE=/0x0/filters:format(jpeg)/pic791151.jpg,https://cf.geekdo-images.com/fQe85tsBZoH6ibPnm1k1UA__thumb/img/8ULXa8v7095ohgXMMmNlCGrC7zU=/fit-in/200x150/filters:strip_icc()/pic791151.jpg,,,
Horns Up,40,,,1,,"3, 4, 5, 6, 7, 8, 9",334945,https://boardgamegeek.com/boardgame/334945/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=334945,https://cf.geekdo-images.com/5j1HyuYCjAOngt0aZygLXA__original/img/A4JDUg264v7mbvltx-kmkiq7bdM=/0x0/filters:format(png)/pic6667745.png,https://cf.geekdo-images.com/5j1HyuYCjAOngt0aZygLXA__thumb/img/hZj33Un_dX4moE0ksRBAvx2-PhU=/fit-in/200x150/filters:strip_icc()/pic6667745.png,,,DD339
Horse Fever,90,,,2,,"2, 3, 4, 5, 6",58110,https://boardgamegeek.com/boardgame/58110/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=58110,https://cf.geekdo-images.com/-blhDLiZzoQ-mMy6HUZ_Zg__original/img/i7u1DGOhuMZiU41GMAz-FHrQA5g=/0x0/filters:format(jpeg)/pic949941.jpg,https://cf.geekdo-images.com/-blhDLiZzoQ-mMy6HUZ_Zg__thumb/img/kw7aW8DijPZWFSb9BCqWMZ7sAtQ=/fit-in/200x150/filters:strip_icc()/pic949941.jpg,,,DD115
I castelli della Borgogna,30-90,,,1,,"2, 3, 4",84876,https://boardgamegeek.com/boardgame/84876/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=84876,https://cf.geekdo-images.com/5CFwjd8zTcGYVUnkXh04hw__original/img/N8btACZrnEYK1amBNk26VBdcGwc=/0x0/filters:format(jpeg)/pic1176894.jpg,https://cf.geekdo-images.com/5CFwjd8zTcGYVUnkXh04hw__thumb/img/0AG_6zsfYQjqlUHG0-_8lcjp8rc=/fit-in/200x150/filters:strip_icc()/pic1176894.jpg,,,DD126
I Coloni di Catan,75,,,2,,"3, 4",13,https://boardgamegeek.com/boardgame/13/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=13,https://cf.geekdo-images.com/W3Bsga_uLP9kO91gZ7H8yw__original/img/xV7oisd3RQ8R-k18cdWAYthHXsA=/0x0/filters:format(jpeg)/pic2419375.jpg,https://cf.geekdo-images.com/W3Bsga_uLP9kO91gZ7H8yw__thumb/img/8a9HeqFydO7Uun_le9bXWPnidcA=/fit-in/200x150/filters:strip_icc()/pic2419375.jpg,,,"DD066, DD069"
I Signori dei Draghi,30,,,1,,"2, 3, 4, 5, 6, 7, 8",86754,https://boardgamegeek.com/boardgame/86754/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=86754,https://cf.geekdo-images.com/Tb4ts2GyfbW9HKsobAeC7A__original/img/XKw5ASpdl6oW-x7Ls_TV3PEXrp4=/0x0/filters:format(jpeg)/pic858988.jpg,https://cf.geekdo-images.com/Tb4ts2GyfbW9HKsobAeC7A__thumb/img/3PoXdUHYUTL9Yvi3iW5flfYd21s=/fit-in/200x150/filters:strip_icc()/pic858988.jpg,,,DD389
I Tre Porcellini,20,,,1,,"2, 3, 4",109732,https://boardgamegeek.com/boardgame/109732/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=109732,https://cf.geekdo-images.com/D_zEG_DWeSF_7KsT1WoDHw__original/img/XEA83aAejxbaX_ChgX9PMMZf_xI=/0x0/filters:format(jpeg)/pic1109553.jpg,https://cf.geekdo-images.com/D_zEG_DWeSF_7KsT1WoDHw__thumb/img/O1NAgJHg39sWy9n3BoK8r7mcjmU=/fit-in/200x150/filters:strip_icc()/pic1109553.jpg,,,
Ideale,,,,,pn?,,,#N/A,#N/A,#N/A,#N/A,,,DD124
Il poker degli scarafaggi,20,,,1,,"2, 3, 4, 5, 6",11971,https://boardgamegeek.com/boardgame/11971/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=11971,https://cf.geekdo-images.com/lHadyVLPUQfNz_qV6MMp_Q__original/img/qN8xusrxWyTJfgq1gTUWrdE4B2I=/0x0/filters:format(jpeg)/pic3218988.jpg,https://cf.geekdo-images.com/lHadyVLPUQfNz_qV6MMp_Q__thumb/img/zWiETTyIp4Xo1o0l2mtOdt3G-ls=/fit-in/200x150/filters:strip_icc()/pic3218988.jpg,,,DD396
Il Segno degli Antichi,60-120,,,1,,"1, 2, 3, 4, 5, 6, 7, 8",100423,https://boardgamegeek.com/boardgame/100423/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=100423,https://cf.geekdo-images.com/wNCSCl961fMzDUhwetfjTg__original/img/H-iLs6JcceMk96bYON5c9PFUag8=/0x0/filters:format(jpeg)/pic1236119.jpg,https://cf.geekdo-images.com/wNCSCl961fMzDUhwetfjTg__thumb/img/sc0S7TSpC40Mg9EEmufj-XqXcBw=/fit-in/200x150/filters:strip_icc()/pic1236119.jpg,,,DD131
Il Signore degli Anelli - Viaggi nella Terra di Mezzo,60+,,,1,,"1, 2, 3, 4, 5",269385,https://boardgamegeek.com/boardgame/269385/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=269385,https://cf.geekdo-images.com/1XA2-niwTBa0HEB7hOz3Dw__original/img/MIJgG_K2IS1QT2mE0dyRFiWLSpg=/0x0/filters:format(jpeg)/pic4530974.jpg,https://cf.geekdo-images.com/1XA2-niwTBa0HEB7hOz3Dw__thumb/img/iMrsSq7nICZjz1DBXkefq-8E9Js=/fit-in/200x150/filters:strip_icc()/pic4530974.jpg,,,DD112
Il Trono di Spade,,,???,1,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Il Trono di Spade – Intrighi a Westeros,15-30,,,1,,"2, 3, 4, 5, 6",155693,https://boardgamegeek.com/boardgame/155693/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=155693,https://cf.geekdo-images.com/HbjYrNV0-t77zPJYYWX2Yg__original/img/mtZf0JKVfUmb4f85OE9DigI99YI=/0x0/filters:format(jpeg)/pic2092849.jpg,https://cf.geekdo-images.com/HbjYrNV0-t77zPJYYWX2Yg__thumb/img/HjoFgzMtT11hVSpxvWMpfZ9SFdA=/fit-in/200x150/filters:strip_icc()/pic2092849.jpg,,,DD385
Illuminati,?,,,1,,"2, 3, 4, 5, 6",859,https://boardgamegeek.com/boardgame/859/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=859,https://cf.geekdo-images.com/yZMNzDObqcij0PTvTS7MJw__original/img/LgOn0nMUz4FJKO0YTiYScU98JTs=/0x0/filters:format(jpeg)/pic55406.jpg,https://cf.geekdo-images.com/yZMNzDObqcij0PTvTS7MJw__thumb/img/vTEYp-aCotzjFK04JqOSQ75IgPo=/fit-in/200x150/filters:strip_icc()/pic55406.jpg,,,DD382
Ilos,45,,,1,,"2, 3, 4, 5",219232,https://boardgamegeek.com/boardgame/219232/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=219232,https://cf.geekdo-images.com/Jq_jlTQk4S-BSe4ymUFODQ__original/img/1R3i6axPF62J-AGXGgLfu92JNrc=/0x0/filters:format(jpeg)/pic3711615.jpg,https://cf.geekdo-images.com/Jq_jlTQk4S-BSe4ymUFODQ__thumb/img/GZEA12PWL0jXAXx_8vxBfF95Wbc=/fit-in/200x150/filters:strip_icc()/pic3711615.jpg,,,DD123
Imagine,30,,,1,Lucaricci,"3, 4, 5, 6, 7, 8",191894,https://boardgamegeek.com/boardgame/191894/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=191894,https://cf.geekdo-images.com/K-Hp2v5Bc_UKMGlBF2oIEQ__original/img/Yrr-KrZV24OPZyqPq9KR5CJO-pA=/0x0/filters:format(jpeg)/pic3061260.jpg,https://cf.geekdo-images.com/K-Hp2v5Bc_UKMGlBF2oIEQ__thumb/img/7iWqJ6jHsgKCTcNs41nEgT7_NzA=/fit-in/200x150/filters:strip_icc()/pic3061260.jpg,,,DD098
In Alto i Calici,30,,,1,Lucaricci,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",202732,https://boardgamegeek.com/boardgame/202732/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=202732,https://cf.geekdo-images.com/M-QMEFRd2LkfyiXt6YFbwg__original/img/7_liRib9sxbw2jeOFFFmgoQ_NXs=/0x0/filters:format(jpeg)/pic3132188.jpg,https://cf.geekdo-images.com/M-QMEFRd2LkfyiXt6YFbwg__thumb/img/p4xMVTX4wWReahsdAE7hMgeP6uk=/fit-in/200x150/filters:strip_icc()/pic3132188.jpg,,,DD128
In Giallo - Avventura introduttiva,,,,1,,,,#N/A,#N/A,#N/A,#N/A,,,DD388
InBetween,20-40,,,1,,2,230342,https://boardgamegeek.com/boardgame/230342/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=230342,https://cf.geekdo-images.com/OobyrTWZBCvtytRZT6xqug__original/img/QF_Iy_Q9jzYq9UBgODQUqvwzL-k=/0x0/filters:format(jpeg)/pic5335582.jpg,https://cf.geekdo-images.com/OobyrTWZBCvtytRZT6xqug__thumb/img/K1BEWEF5pxwk8Nwb1tgHUTnh3HY=/fit-in/200x150/filters:strip_icc()/pic5335582.jpg,,,DD379
Incubation,30,,,1,,"2, 3, 4, 5",254427,https://boardgamegeek.com/boardgame/254427/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=254427,https://cf.geekdo-images.com/VSUsdrS8tYQTkARaRtAThQ__original/img/qCPF5diTXClgKQm9jKQDmDE5YGM=/0x0/filters:format(jpeg)/pic4681636.jpg,https://cf.geekdo-images.com/VSUsdrS8tYQTkARaRtAThQ__thumb/img/uZ5hkOALPKXm6iORLbuB0OSIM5A=/fit-in/200x150/filters:strip_icc()/pic4681636.jpg,,,DD121
Intrigo a Palazzo,45,,,1,,"3, 4, 5",265,https://boardgamegeek.com/boardgame/265/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=265,https://cf.geekdo-images.com/l8ki305GFjjmrRworLUzLw__original/img/8Gjm0OPOkdkuZBovbvB951n_g0g=/0x0/filters:format(jpeg)/pic182825.jpg,https://cf.geekdo-images.com/l8ki305GFjjmrRworLUzLw__thumb/img/UZGoQD08li-O011CJNu3LQyusYY=/fit-in/200x150/filters:strip_icc()/pic182825.jpg,,,DD381
Ishtar,45,,,1,,"2, 3, 4",271088,https://boardgamegeek.com/boardgame/271088/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=271088,https://cf.geekdo-images.com/xXXGSdY52lm_CjMibn0aWQ__original/img/Wugkl4LbYYpP8IrCQ6vIlOVWyxQ=/0x0/filters:format(jpeg)/pic4775121.jpg,https://cf.geekdo-images.com/xXXGSdY52lm_CjMibn0aWQ__thumb/img/JbEfGxWDHVgPnyz5oAI75EjSUhg=/fit-in/200x150/filters:strip_icc()/pic4775121.jpg,,,DD111
Istanbul,,,,1,,,148949,https://boardgamegeek.com/boardgame/148949/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=148949,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__original/img/pHIJibqf-DmlOQD3CfT_rAjGmc0=/0x0/filters:format(jpeg)/pic1885326.jpg,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__thumb/img/Vzpg3sdeAbCy0IxSAoh1aH9nvDE=/fit-in/200x150/filters:strip_icc()/pic1885326.jpg,,,DD122
It's a Bomb,,,,,,,359175,https://boardgamegeek.com/boardgame/359175/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=359175,https://cf.geekdo-images.com/lh4SUmOvPxk7aUHP_PPlSg__original/img/8Tx92C5kgyufq2odwyxrs0qWyUc=/0x0/filters:format(png)/pic6757375.png,https://cf.geekdo-images.com/lh4SUmOvPxk7aUHP_PPlSg__thumb/img/RwZu3B6zO3eAjTHO2KIL5yW4M2Y=/fit-in/200x150/filters:strip_icc()/pic6757375.png,,,DD350
It's a Wonderful Kingdom,45,,,1,,"1, 2",327711,https://boardgamegeek.com/boardgame/327711/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=327711,https://cf.geekdo-images.com/p_KiU7rgcF807gKpn8bgdw__original/img/yx3uADHh7GqlYUC-H5QM-Bv5QWE=/0x0/filters:format(jpeg)/pic6095803.jpg,https://cf.geekdo-images.com/p_KiU7rgcF807gKpn8bgdw__thumb/img/atn-9UjK1c7mxIgSXB_mtkhuWVg=/fit-in/200x150/filters:strip_icc()/pic6095803.jpg,,,DD127
It's a Wonderful World,45,,,1,,"1, 2, 3, 4, 5",271324,https://boardgamegeek.com/boardgame/271324/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=271324,https://cf.geekdo-images.com/od4vDTdXGPSVc-kjLqM11w__original/img/sN8TnSkFGCzNM01b_drFxwYnqlM=/0x0/filters:format(jpeg)/pic4651175.jpg,https://cf.geekdo-images.com/od4vDTdXGPSVc-kjLqM11w__thumb/img/T2ukKoCUNv2LMxg5GOlOb8WTzNI=/fit-in/200x150/filters:strip_icc()/pic4651175.jpg,,,DD129
Iwari,45,,,1,,"2, 3, 4, 5",270109,https://boardgamegeek.com/boardgame/270109/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=270109,https://cf.geekdo-images.com/PBO79o138KG_1aB9rTL53A__original/img/Z62Z7PFtCCLqOj5yTv03Qkw5xQ4=/0x0/filters:format(png)/pic4532644.png,https://cf.geekdo-images.com/PBO79o138KG_1aB9rTL53A__thumb/img/ugPM9Es8w91D_KW5j-DDzxO-esg=/fit-in/200x150/filters:strip_icc()/pic4532644.png,,,DD125
Jalan Jalan,30,,,1,,"3, 4, 5",261827,https://boardgamegeek.com/boardgame/261827/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=261827,https://cf.geekdo-images.com/EhdUtGDaCC6pThhbaMYAeA__original/img/i98mI3Jtg0zSKR2IqZo_MnrXxuw=/0x0/filters:format(png)/pic4330779.png,https://cf.geekdo-images.com/EhdUtGDaCC6pThhbaMYAeA__thumb/img/-3hWharzGhZ1AwiseYgvvvdVxkY=/fit-in/200x150/filters:strip_icc()/pic4330779.png,,,DD386
Jekill vs Hyde,20,,,1,,2,297129,https://boardgamegeek.com/boardgame/297129/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=297129,https://cf.geekdo-images.com/b7ElE00K6FojMB77rDy7cg__original/img/epKMMRAsQpT-mq7w0qbPzUb1n7o=/0x0/filters:format(jpeg)/pic5316646.jpg,https://cf.geekdo-images.com/b7ElE00K6FojMB77rDy7cg__thumb/img/LNClbXOX3nJ_M2uEgXzPFgLRso0=/fit-in/200x150/filters:strip_icc()/pic5316646.jpg,,,DD372
Jerusalem,90,,,1,,"2, 3, 4",4011,https://boardgamegeek.com/boardgame/4011/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=4011,https://cf.geekdo-images.com/iwSNudK-rYIsJMaiZgzJIA__original/img/ZPxK6MQt0QwPUd7mog5U8gWBsII=/0x0/filters:format(jpeg)/pic5417209.jpg,https://cf.geekdo-images.com/iwSNudK-rYIsJMaiZgzJIA__thumb/img/ddhiAtsZgS1TxLn6iIzFiav4hgA=/fit-in/200x150/filters:strip_icc()/pic5417209.jpg,,,DD130
Jungle Speed,15,,,1,,"2, 3, 4, 5, 6, 7, 8, 9, 10",8098,https://boardgamegeek.com/boardgame/8098/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=8098,https://cf.geekdo-images.com/pb553nZgH3akaF24MzT7nA__original/img/YVxlSoQ5q-8w4FMn8hM6Gz4nCNg=/0x0/filters:format(jpeg)/pic4659199.jpg,https://cf.geekdo-images.com/pb553nZgH3akaF24MzT7nA__thumb/img/Clb-hjbKmSJcl6U6UJMqAz0Kxy0=/fit-in/200x150/filters:strip_icc()/pic4659199.jpg,,,DD169
Kaleidos,?,,,1,,2+,545,https://boardgamegeek.com/boardgame/545/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=545,https://cf.geekdo-images.com/qoi66J7acwxS7ZwqYg6LOw__original/img/P6QRDGmkeXDFSqdO3AqICwFvmq0=/0x0/filters:format(jpeg)/pic6685322.jpg,https://cf.geekdo-images.com/qoi66J7acwxS7ZwqYg6LOw__thumb/img/dceegEX5M8v3k05bJzGgXO2UUgQ=/fit-in/200x150/filters:strip_icc()/pic6685322.jpg,,,DD136
Kanagawa,30-45,,,1,,"2, 3, 4",200147,https://boardgamegeek.com/boardgame/200147/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=200147,https://cf.geekdo-images.com/Rr2JrRztCFzzikJ9YL5-Dw__original/img/-v_1QOvedVYSmOkWsmQuROJCHI0=/0x0/filters:format(jpeg)/pic3105168.jpg,https://cf.geekdo-images.com/Rr2JrRztCFzzikJ9YL5-Dw__thumb/img/x9MtKEQlcQ_jS-5AVMeZ28NOC0s=/fit-in/200x150/filters:strip_icc()/pic3105168.jpg,,,DD104
Kancil,30,,,1,,"3, 4, 5, 6",261826,https://boardgamegeek.com/boardgame/261826/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=261826,https://cf.geekdo-images.com/0g1CPX0FiIufLyBYwXO_4g__original/img/dOBsjnp9g6pFfyedT1qgVQwHSx8=/0x0/filters:format(png)/pic4330778.png,https://cf.geekdo-images.com/0g1CPX0FiIufLyBYwXO_4g__thumb/img/aHOfrAoecQWXHUmI1YUB1wdlWPE=/fit-in/200x150/filters:strip_icc()/pic4330778.png,,,DD392
Kensington,30,,,1,,"2, 3, 4, 5",2197,https://boardgamegeek.com/boardgame/2197/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=2197,https://cf.geekdo-images.com/SziKU_czapNhgznSS2J0Jg__original/img/BOwgrRde9S08t6GkITYnPozx1gQ=/0x0/filters:format(jpeg)/pic94595.jpg,https://cf.geekdo-images.com/SziKU_czapNhgznSS2J0Jg__thumb/img/qYKWfnTE8KoIsFB6GZjFQ8LD55o=/fit-in/200x150/filters:strip_icc()/pic94595.jpg,,,DD161
Keyper,60-120,,,1,,"2, 3, 4",212516,https://boardgamegeek.com/boardgame/212516/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=212516,https://cf.geekdo-images.com/oCUaeYsSQ8S9F55Ft4P0HQ__original/img/_ZYAiHVrtT8V0h7kzSkLgt2t-M8=/0x0/filters:format(jpeg)/pic3690708.jpg,https://cf.geekdo-images.com/oCUaeYsSQ8S9F55Ft4P0HQ__thumb/img/QjeQLseJRhzJVQoXQK_cedejAlc=/fit-in/200x150/filters:strip_icc()/pic3690708.jpg,,,DD163
Kick-Ass,60-90,,,1,,"1, 2, 3, 4",250561,https://boardgamegeek.com/boardgame/250561/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=250561,https://cf.geekdo-images.com/3jeHpx6VHCeWwyOSIV0GBA__original/img/mHFzuDSzF1VJwHT-0Q46Y4A7oQg=/0x0/filters:format(png)/pic4073267.png,https://cf.geekdo-images.com/3jeHpx6VHCeWwyOSIV0GBA__thumb/img/WkWJGx3Mx6l3QGDMY-aF5Osd-LA=/fit-in/200x150/filters:strip_icc()/pic4073267.png,,,DD132
Kingdomino,15,,,2,,"2, 3, 4",204583,https://boardgamegeek.com/boardgame/204583/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=204583,https://cf.geekdo-images.com/3h9W8BfB_rltQ48EBmHliw__original/img/DDk3fDr0FkDpkYAcny5LeekB2qg=/0x0/filters:format(png)/pic3132685.png,https://cf.geekdo-images.com/3h9W8BfB_rltQ48EBmHliw__thumb/img/RGpbcY90eBcNLXbHLMBwLrr2uzo=/fit-in/200x150/filters:strip_icc()/pic3132685.png,,,DD107
Kingdomino,15,,,2,,"2, 3, 4",204583,https://boardgamegeek.com/boardgame/204583/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=204583,https://cf.geekdo-images.com/3h9W8BfB_rltQ48EBmHliw__original/img/DDk3fDr0FkDpkYAcny5LeekB2qg=/0x0/filters:format(png)/pic3132685.png,https://cf.geekdo-images.com/3h9W8BfB_rltQ48EBmHliw__thumb/img/RGpbcY90eBcNLXbHLMBwLrr2uzo=/fit-in/200x150/filters:strip_icc()/pic3132685.png,,,DD106
Kingsburg,90-120,,,1,,"2, 3, 4, 5",27162,https://boardgamegeek.com/boardgame/27162/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=27162,https://cf.geekdo-images.com/pHFQxD8va6vOrrNfazVzsg__original/img/LKINGoSbAufYYSAElNZDOubbYZg=/0x0/filters:format(jpeg)/pic253057.jpg,https://cf.geekdo-images.com/pHFQxD8va6vOrrNfazVzsg__thumb/img/C5cCKKfjEpm87frQIFOOYfzmIyc=/fit-in/200x150/filters:strip_icc()/pic253057.jpg,,,DD164
Kingsburg: The Dice Game,15-40,,,1,,"2, 3, 4, 5",271349,https://boardgamegeek.com/boardgame/271349/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=271349,https://cf.geekdo-images.com/WIP1DYY9WMk6uhRWtb34HQ__original/img/OFRvKGK_dTawnonTFyj90az8r0s=/0x0/filters:format(jpeg)/pic4595350.jpg,https://cf.geekdo-images.com/WIP1DYY9WMk6uhRWtb34HQ__thumb/img/hgAb0D1uvOGJIQROvSinSAEW0dY=/fit-in/200x150/filters:strip_icc()/pic4595350.jpg,,,DD099
Kites,10,,,1,,"2, 3, 4, 5, 6",348096,https://boardgamegeek.com/boardgame/348096/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=348096,https://cf.geekdo-images.com/TIEYwnIRV6kvAEnFkYe2OA__original/img/F_I7FrEWXrTcl-3fYOgC4OZcryQ=/0x0/filters:format(png)/pic6858706.png,https://cf.geekdo-images.com/TIEYwnIRV6kvAEnFkYe2OA__thumb/img/ysbEGf4Z0tNnYPSnGOH8tw5sa8Y=/fit-in/200x150/filters:strip_icc()/pic6858706.png,,,DD100
Kodama,30,,,1,,"2, 3, 4, 5",181810,https://boardgamegeek.com/boardgame/181810/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=181810,https://cf.geekdo-images.com/c5plwwXh0T5S3spJqFwxNQ__original/img/dlYpy0q5Xp07AKGQvseHw9BFKmc=/0x0/filters:format(jpeg)/pic3291451.jpg,https://cf.geekdo-images.com/c5plwwXh0T5S3spJqFwxNQ__thumb/img/a3HWHogUfMBWon0jjJkJ6G2gr90=/fit-in/200x150/filters:strip_icc()/pic3291451.jpg,,,DD102
Kragmortha,145,,,1,,"2, 3, 4, 5, 6, 7, 8",26859,https://boardgamegeek.com/boardgame/26859/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=26859,https://cf.geekdo-images.com/7cPGDjqp4ZYFx_ON-vQIMQ__original/img/YDmxldZjRBgLl8mcIy2cPhPgyJs=/0x0/filters:format(jpeg)/pic4416468.jpg,https://cf.geekdo-images.com/7cPGDjqp4ZYFx_ON-vQIMQ__thumb/img/QBAf-OwTgAgLFRRenW84RmA6KP8=/fit-in/200x150/filters:strip_icc()/pic4416468.jpg,,,DD162
